lact,111
l0,123.62
l3,30.1
l4,33
l5,23.8
l6,24.4
l7,23.3
l8,25.2
l9,19
l10,28.4
l11,8
l12,32.9
l13,20
l14,25.4
l15,15.5
l16,18.8
l17,16.1
l18,29.4
l19,18.8
l22,12.4
l23,7.9
l24,9.3
l25,25.8
l26,13.1
alpha_angle,17.9
beta_angle,49.58
a_prime,0.77
ang_8_7_11,59.93
ang_9_11_7,57.14
ang_12_11_14,65.5
ang_16_14_17,66.97
ang_3_1_0,30
